Band,Year,Vans Warped Tour,Lollapalooza Chicago,Firefly Music Festival,Austin City Limits,Outside Lands Music and Arts Festival,Governors Ball Music Festival,Riot Fest Chicago,The Beale Street Music Festival,VooDoo Music and Arts Festival,Coachella Valley Music and Arts Festival,Electric Daisy Carnival Las Vegas,Sasquatch! Music Festival,Bonnaroo Music and Arts Festival,Newport Folk Festival,Hangout Music Festival,Pitchfork Music Festival,Budweiser Made in America Festival,Ultra Music Festival Miami,Festival
Marco Carola,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Marco Carola,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Marcus Marr,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Maren Morris,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Margaret Glaspy,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Margo Price,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Mariachi El Bronx,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Marian Hill,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Marian Hill,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Marian Hill,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Marian Hill,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Marian Hill,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Marian Hill,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Marian Hill,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Marina & The Diamonds,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Marina and the Diamonds,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Marina and the Diamonds,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Marina City,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Marina City,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Mark Sixma,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Markus Schulz,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Markus Schulz,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Markus Schulz ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
MaRLo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Marlon Williams,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Marmozets,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Marques Wyatt,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Marshmello,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Marshmello,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Martin Buttrich,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Martin Courtney,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Martin Garrix,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Martin Garrix,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Martin Garrix,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Martin Garrix,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Martin Garrix,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Martin Garrix,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Martin Garrix,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Martin Garrix,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Martin Garrix,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Martin Garrix,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Martin Solveig,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Martin Solveig,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Martin Solveig,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Mary Lambert,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Mary Lambert,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Mas Ysa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
MASHA (Serbia),2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Masked Intruder,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Master Musicians Of Jajouka,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Mastodon,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Mastodon,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Mat Zo,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Matoma,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
MATOMA,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Matrin Garrix,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Matrix & Futurebound,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Matt & Kim,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Matt And Kim,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Matt and Kim,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Matt and Kim,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Matt Black Music,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Matt Corby,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Matt the Electrician,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Matthew Curry,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Matthew Dear,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Matthew Koma,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Matthew Koma,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Mavis Staples,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Mavis Staples,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Mavis Staples,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Newport Folk Festival
Max Enforcer,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Max Frost,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Maximono,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Maya Jane Coles,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Maya Jane Coles,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
MAYAENI,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Mayday Parade,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mayday Parade,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mayday Parade,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Mayer Hawthorne,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Mayer Hawthorne,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Mayer Hawthorne,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Mbongwana Star,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
MC Chris,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
MC Dino,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
MC Dino,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
MC Lars,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Me First And The Gimme Gimmes,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Me First And The Gimme Gimmes,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Me Like Bees,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mean Lady,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Meat Puppets,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Meat Wave,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Meek Mill,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
mefjus,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Meg Mac,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Meg Mac,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Meg Myers,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Meg Myers,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Meg Myers,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Meg Myers,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Meghan Trainor,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Meghann Wright,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mekanikal,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Melanie Martinez,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Melanie Martinez,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Melody's Echo Chamber,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Melvins,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Melvv,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Memphis May Fire,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mercer,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Mercer,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Merchandise,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Merk & Kremont,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Merle Haggard,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Meshuggah,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Mest,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Metallica,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Method Man & Redman,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Methyl Ethel,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Metric,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Metric,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Metric,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Metrik,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Metro Station,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Metz,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
MGMT,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Miami Horror,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Michael Brun,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Michael Brun,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Michael Calfan,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Mick Jenkins,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Mick Jenkins,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Mick Jenkins,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Microwave,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Mighty Oaks,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Miguel,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Miguel,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Miguel,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Miguel,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Miike Snow,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Miike Snow,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Miike Snow,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Miike Snow,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Miike Snow,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Miike Snow,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Miike Snow,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Mija,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Mija,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Mikaela Davis,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Mikal Cronin,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Mike Dillon's Punk Rock Percussion Consortium,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Mike Herrera (MXPX),2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mike Rocket,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Mikey Lion,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Milky Chance,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Milky Chance,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Milky Chance,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Millencolin,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Milo Greene,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Milo Greene,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Milo Greene,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Mind Against,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Mindie Lind,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Misfits,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Miss May I,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mississippi Rail Company,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Mista Cookie Jar,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Mister G,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Misterwives,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Misterwives,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Misterwives,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Misterwives,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Misterwives,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Misterwives,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Misterwives,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Mitis,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Mixtapes,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Miya Folick,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
MK,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
MK,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
MK,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
MK,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
MØ,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
MØ,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
MØ,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
MØ,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Moby,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Mod Sun,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mod Sun,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Modern Kin,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Modern Life Is War,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Modest Mouse,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Modest Mouse,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Modest Mouse,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Modest Mouse,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Modest Mouse,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Modest Mouse,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Modest Mouse,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Modest Mouse,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Budweiser Made in America Festival
Mogwai,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Mogwai,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sasquatch! Music Festival
Monica Heldal,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,VooDoo Music and Arts Festival
Monika Kruse,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Monika Kruse,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Monster Truck,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Moon Boots,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Moon Boots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultra Music Festival Miami
Moon Taxi,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lollapalooza Chicago
Moon Taxi,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Moon Taxi,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin City Limits
Moon Taxi,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Lands Music and Arts Festival
Moon Taxi,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Governors Ball Music Festival
Moon Taxi,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Beale Street Music Festival
Moon Taxi,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coachella Valley Music and Arts Festival
Moon Taxi,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bonnaroo Music and Arts Festival
Moon Taxi,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Moon Taxi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hangout Music Festival
Moose Blood,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
More To Monroe,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Morgan Heritage,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
Morrissey,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Morrissey,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Riot Fest Chicago
MORTEN,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Moses Sumney,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pitchfork Music Festival
Motez,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Mother Feather,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans Warped Tour
Mother Mother,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firefly Music Festival
Moti,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
Moti,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric Daisy Carnival Las Vegas
